"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"210678";225000;630000;24543;-18220;NA;630000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"1"
"24506";90000;450000;11871;-18266;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";NA;"Self-employed";"2";"0"
"29625";90000;159993;9063;-20108;NA;121500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"33412";67500;450000;21888;-14474;36;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"292107";180000;808650;26217;-18619;24;675000;2;"M";"Working";"Secondary / secondary special";"Married";NA;"Kindergarten";"3";"1"
"91785";450000;526491;19039,5;-14471;29;454500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"0"
"120207";202500;1125000;47794,5;-23036;NA;1125000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"101991";135000;1162170;34110;-13717;NA;832500;2;"F";"Working";"Higher education";"Single / not married";"Managers";"Trade: type 3";"1";"0"
"56354";157500;622413;30073,5;-9312;NA;495000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 2";"2";"0"
"221109";270000;1395000;38493;-9701;1;1395000;2;"M";"Commercial associate";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"224327";225000;2085120;72607,5;-17440;9;1800000;2;"F";"Commercial associate";"Higher education";"Married";"Sales staff";"Self-employed";"2";"0"
"101803";356850;1971072;68643;-16292;NA;1800000;3;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"1";"0"
"154040";121500;360000;16911;-9450;NA;360000;3;"F";"Commercial associate";"Higher education";"Married";"Core staff";"Bank";"3";"0"
"156557";121500;942300;27679,5;-23333;4;675000;1;"M";"Pensioner";"Lower secondary";"Single / not married";NA;"XNA";"2";"0"
"161532";450000;913500;29466;-15519;10;913500;4;"M";"Commercial associate";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"118775";270000;521280;31630,5;-9356;8;450000;3;"F";"Commercial associate";"Higher education";"Married";NA;"Business Entity Type 3";"1";"0"
"158689";202500;405000;20250;-20668;NA;405000;1;"M";"Commercial associate";"Secondary / secondary special";"Widow";"Managers";"Self-employed";"1";"0"
"76045";180000;781920;31522,5;-16435;NA;675000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"139004";360000;865854;36814,5;-19452;NA;711000;2;"F";"Working";"Higher education";"Married";"Accountants";"Medicine";"2";"0"
"46625";225000;810000;28696,5;-15551;NA;810000;1;"M";"Commercial associate";"Secondary / secondary special";"Widow";"Medicine staff";"Business Entity Type 3";"1";"0"
"103009";90000;544491;17694;-16194;NA;454500;2;"F";"State servant";"Secondary / secondary special";"Single / not married";"Medicine staff";"Government";"2";"1"
"193917";90000;319981,5;13684,5;-21721;NA;243000;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";"Cleaning staff";"Business Entity Type 3";"2";"0"
"102531";225000;540000;27000;-18696;NA;540000;2;"F";"Working";"Higher education";"Married";"Accountants";"Business Entity Type 3";"2";"0"
"270770";148500;112500;12244,5;-10208;NA;112500;4;"F";"State servant";"Higher education";"Married";"Core staff";"Insurance";"3";"0"
"22385";270000;983299,5;47434,5;-19291;1;904500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";NA;"Self-employed";"2";"0"
"13450";121500;1231663,5;36013,5;-8133;NA;1075500;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Construction";"3";"0"
"121550";67500;158148;7501,5;-19928;NA;103500;2;"M";"Working";"Higher education";"Married";"Laborers";"Other";"3";"0"
"70846";90000;247500;12375;-16946;NA;247500;2;"F";"Commercial associate";"Incomplete higher";"Civil marriage";"High skill tech staff";"Transport: type 3";"2";"0"
"216354";225000;308133;13572;-14395;NA;234000;4;"F";"Working";"Higher education";"Married";"Managers";"Trade: type 7";"2";"0"
"82394";135000;835380;40320;-15352;NA;675000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"40351";90000;364896;18657;-9984;NA;315000;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Business Entity Type 3";"2";"0"
"169823";180000;1096020;56092,5;-20072;NA;9e+05;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"0"
"186505";9e+05;500566,5;34969,5;-16835;NA;472500;2;"F";"State servant";"Higher education";"Married";"Accountants";"Government";"2";"0"
"95613";67500;112500;9018;-8801;NA;112500;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"3";"0"
"14817";225000;1467612;58333,5;-16242;16;1350000;2;"M";"Working";"Higher education";"Married";"Managers";"School";"2";"0"
"219021";216000;654498;49063,5;-23320;NA;585000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"199321";135000;675000;24376,5;-16044;NA;675000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"High skill tech staff";"Industry: type 7";"2";"0"
"153768";108000;360000;25056;-20982;4;360000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Hotel";"2";"0"
"175305";216000;306306;16744,5;-8708;5;247500;1;"M";"Commercial associate";"Higher education";"Single / not married";"Laborers";"Business Entity Type 3";"2";"0"
"165732";270000;1288350;37800;-19177;NA;1125000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"1";"0"
"241401";90000;254700;14751;-12064;2;225000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"2";"0"
"131031";675000;1687500;84375;-14437;NA;1687500;2;"F";"Working";"Higher education";"Married";NA;"Business Entity Type 3";"1";"0"
"212630";135000;277969,5;16087,5;-12827;64;229500;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"233688";103500;381528;17914,5;-15350;64;315000;1;"M";"Working";"Secondary / secondary special";"Single / not married";NA;"Culture";"2";"0"
"141513";315000;500490;52686;-8959;27;450000;1;"F";"Working";"Incomplete higher";"Single / not married";NA;"Business Entity Type 3";"2";"0"
"52454";135000;254700;24808,5;-24852;6;225000;1;"F";"Working";"Secondary / secondary special";"Separated";"Core staff";"Military";"2";"0"
"92635";117000;239850;23850;-14728;NA;225000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"3";"0"
"157346";157500;315000;18756;-12232;3;315000;1;"F";"Working";"Higher education";"Single / not married";"High skill tech staff";"Advertising";"2";"0"
"64861";360000;1305000;35887,5;-14029;NA;1305000;4;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Other";"2";"0"
"210416";99000;99000;5125,5;-13293;NA;99000;3;"F";"Commercial associate";"Higher education";"Married";"Core staff";"Trade: type 2";"2";"0"
"117095";540000;1963494;53995,5;-13234;6;1755000;5;"F";"Working";"Higher education";"Married";"Laborers";"Transport: type 4";"2";"0"
"144252";225000;231813;18067,5;-14756;13;193500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Transport: type 2";"3";"0"
"1243";90000;180000;9000;-8957;64;180000;3;"F";"Working";"Secondary / secondary special";"Married";"Realty agents";"Self-employed";"3";"0"
"250913";121500;454500;14661;-22400;NA;454500;1;"F";"Commercial associate";"Lower secondary";"Separated";NA;"Cleaning";"2";"0"
"282754";112500;871029;40491;-16606;NA;765000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"230742";225000;1298655;38101,5;-11804;NA;1134000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Business Entity Type 3";"1";"0"
"219948";180000;942300;30528;-22095;10;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"1";"0"
"260578";90000;512064;19300,5;-14180;17;360000;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Kindergarten";"2";"0"
"136406";139500;405000;20250;-19464;NA;405000;2;"F";"Commercial associate";"Higher education";"Married";"Laborers";"Transport: type 4";"2";"0"
"291316";157500;755190;36459;-12294;NA;675000;2;"M";"Working";"Secondary / secondary special";"Separated";NA;"Business Entity Type 3";"2";"0"
"140530";225000;180000;9000;-16798;NA;180000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Construction";"1";"0"
"126941";157500;808650;26217;-10154;NA;675000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"3";"0"
"219897";90000;431280;23526;-19817;NA;360000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Security staff";"Other";"3";"0"
"77801";112500;663093;21519;-22855;NA;553500;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"124112";157500;797557,5;44662,5;-15853;0;688500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"3";"1"
"113201";121500;279000;19548;-18109;NA;279000;3;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 1";"2";"0"
"14221";135000;477175,5;45306;-19945;NA;459000;1;"F";"Working";"Secondary / secondary special";"Separated";"Medicine staff";"Medicine";"2";"0"
"95220";315000;1288350;41692,5;-16726;NA;1125000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"1";"0"
"182402";157500;454500;21865,5;-15571;NA;454500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"2";"0"
"136105";157500;254700;20250;-10743;NA;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"73734";157500;584766;24903;-11584;1;472500;4;"M";"Working";"Secondary / secondary special";"Married";NA;"Other";"1";"0"
"167093";171000;971280;51876;-20736;24;9e+05;2;"F";"Pensioner";"Lower secondary";"Married";NA;"XNA";"2";"0"
"252876";112500;292500;14625;-23202;NA;292500;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Security staff";"Industry: type 9";"2";"0"
"252270";81000;284256;27819;-18637;NA;270000;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"School";"2";"0"
"86800";112500;808650;23773,5;-21281;NA;675000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"124597";67500;225000;11250;-9257;NA;225000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"High skill tech staff";"Agriculture";"2";"1"
"294371";85500;679500;19867,5;-14792;14;679500;2;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"School";"2";"0"
"238972";405000;509400;32683,5;-14245;1;450000;2;"M";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Bank";"1";"0"
"64681";112500;701721;33889,5;-12865;NA;567000;2;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"1"
"95568";315000;1006920;39928,5;-14042;NA;9e+05;2;"F";"State servant";"Higher education";"Married";"Core staff";"Security Ministries";"2";"0"
"65932";157500;119925;11812,5;-24035;NA;112500;1;"F";"Working";"Secondary / secondary special";"Widow";"Cleaning staff";"Business Entity Type 3";"2";"0"
"202978";121500;675000;21906;-13972;12;675000;5;"M";"State servant";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"0"
"150603";65520;512446,5;32877;-23091;NA;463500;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"3";"0"
"77952";225000;746280;59094;-21755;NA;675000;2;"F";"Working";"Higher education";"Married";"Accountants";"Construction";"2";"0"
"148608";90000;454500;20020,5;-21524;NA;454500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"137845";157500;450000;22500;-17890;6;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Other";"2";"0"
"199298";81000;314055;13963,5;-11168;NA;238500;2;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Business Entity Type 3";"3";"0"
"247864";157500;1546020;45333;-16034;NA;1350000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"229038";90000;1071306;57208,5;-17656;18;1012500;3;"F";"Working";"Secondary / secondary special";"Married";"Private service staff";"Business Entity Type 2";"2";"0"
"116768";126000;823500;24075;-12394;NA;823500;1;"F";"Working";"Higher education";"Separated";"Secretaries";"School";"2";"0"
"30913";135000;405000;20250;-19331;NA;405000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"163153";90000;733315,5;41076;-13760;NA;679500;3;"F";"Working";"Higher education";"Married";"Core staff";"Self-employed";"3";"0"
"221391";157500;180000;9000;-10570;8;180000;3;"M";"Working";"Higher education";"Married";"Waiters/barmen staff";"Restaurant";"2";"0"
"52936";180000;906228;36067,5;-13657;NA;810000;5;"M";"Commercial associate";"Higher education";"Married";NA;"Business Entity Type 3";"2";"0"
"231230";54000;334152;18256,5;-18496;NA;270000;2;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"Postal";"2";"0"
"14550";315000;1258650;53455,5;-21987;NA;1125000;2;"F";"State servant";"Secondary / secondary special";"Married";"High skill tech staff";"Kindergarten";"1";"0"
"84605";157500;550980;30897;-11130;11;450000;1;"F";"State servant";"Higher education";"Single / not married";"Medicine staff";"Other";"3";"0"
"196118";121500;526491;17397;-15077;NA;454500;3;"F";"Working";"Secondary / secondary special";"Married";"Secretaries";"Medicine";"2";"0"
"166230";180000;431280;22149;-14033;16;360000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Private service staff";"Business Entity Type 3";"2";"0"
"27408";112500;620325;20628;-22617;NA;535500;1;"F";"Working";"Secondary / secondary special";"Separated";"Cooking staff";"School";"2";"0"
"55541";90000;312768;12204;-21479;NA;270000;1;"F";"Pensioner";"Secondary / secondary special";"Separated";NA;"XNA";"3";"0"
"94944";67500;450000;19822,5;-12794;NA;450000;4;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"3";"0"
"19748";81000;495000;20970;-20848;NA;495000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"166336";45000;124380;13189,5;-21651;NA;112500;2;"F";"Pensioner";"Lower secondary";"Married";NA;"XNA";"2";"0"
"28344";202500;1046142;33876;-12296;28;913500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Industry: type 9";"1";"0"
"255023";225000;630000;31500;-10312;NA;630000;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Other";"2";"0"
"265415";180000;356580;38403;-10288;NA;315000;2;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 3";"2";"0"
"59761";180000;675000;38880;-23545;NA;675000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"204880";157500;848745;37516,5;-17283;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Government";"2";"0"
"63489";90000;506754;27621;-11195;12;423000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"1"
"74182";135000;817560;29362,5;-10875;NA;675000;1;"F";"Working";"Higher education";"Single / not married";NA;"Business Entity Type 3";"2";"1"
"276379";180000;971280;56790;-10339;NA;9e+05;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Cooking staff";"Construction";"2";"0"
"240796";337500;808650;23305,5;-11417;6;675000;1;"F";"Commercial associate";"Higher education";"Single / not married";"Managers";"Culture";"2";"0"
"290014";81000;728460;41949;-20314;15;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"212045";112500;435253,5;14031;-18807;NA;306000;1;"F";"Working";"Secondary / secondary special";"Separated";"Cleaning staff";"Other";"2";"0"
"277833";112500;112500;11934;-9306;NA;112500;2;"F";"Working";"Incomplete higher";"Married";NA;"Business Entity Type 3";"2";"0"
"184836";90000;108072;5386,5;-22760;NA;85500;1;"M";"Pensioner";"Secondary / secondary special";"Separated";NA;"XNA";"2";"0"
"134991";90000;269550;21739,5;-16773;NA;225000;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Security staff";"Industry: type 11";"3";"0"
"119687";225000;1113840;50463;-15394;6;9e+05;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
